เขต,เครือข่าย,ประเภท,รหัสหน่วยบริการ,ชื่อหน่วยบริการ,วัคซีน,Measure Names,Measure Values
เขต 7 ขอนแก่น,11078,ลูกข่าย,05330,รพ.สต.บ้านหนองบัว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),700
เขต 7 ขอนแก่น,11078,ลูกข่าย,05330,รพ.สต.บ้านหนองบัว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11078,ลูกข่าย,05331,รพ.สต.บ้านนามล,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,70
เขต 7 ขอนแก่น,11078,ลูกข่าย,05331,รพ.สต.บ้านนามล,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),500
เขต 7 ขอนแก่น,11078,ลูกข่าย,05331,รพ.สต.บ้านนามล,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11078,ลูกข่าย,13964,รพ.สต.บ้านสวนโคก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,49
เขต 7 ขอนแก่น,11078,ลูกข่าย,13964,รพ.สต.บ้านสวนโคก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),600
เขต 7 ขอนแก่น,11078,ลูกข่าย,13964,รพ.สต.บ้านสวนโคก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11079,แม่ข่าย,11079,รพ.ร่องคำ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,947
เขต 7 ขอนแก่น,11079,แม่ข่าย,11079,รพ.ร่องคำ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),1600
เขต 7 ขอนแก่น,11079,แม่ข่าย,11079,รพ.ร่องคำ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),3000
เขต 7 ขอนแก่น,11079,ลูกข่าย,05333,รพ.สต.บ้านนาเรียง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,474
เขต 7 ขอนแก่น,11079,ลูกข่าย,05333,รพ.สต.บ้านนาเรียง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),700
เขต 7 ขอนแก่น,11079,ลูกข่าย,05333,รพ.สต.บ้านนาเรียง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11079,ลูกข่าย,05334,รพ.สต.บ้านค้อพัฒนา,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,429
เขต 7 ขอนแก่น,11079,ลูกข่าย,05334,รพ.สต.บ้านค้อพัฒนา,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),700
เขต 7 ขอนแก่น,11079,ลูกข่าย,05334,รพ.สต.บ้านค้อพัฒนา,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11080,แม่ข่าย,11080,รพ.เขาวง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,1172
เขต 7 ขอนแก่น,11080,แม่ข่าย,11080,รพ.เขาวง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),1700
เขต 7 ขอนแก่น,11080,แม่ข่าย,11080,รพ.เขาวง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),4000
เขต 7 ขอนแก่น,11080,ลูกข่าย,05352,รพ.สต.บ้านกุดบอด,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,0
เขต 7 ขอนแก่น,11080,ลูกข่าย,05352,รพ.สต.บ้านกุดบอด,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),500
เขต 7 ขอนแก่น,11080,ลูกข่าย,05352,รพ.สต.บ้านกุดบอด,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11080,ลูกข่าย,05353,รพ.สต.บ้านนาตาหลิ่ว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,0
เขต 7 ขอนแก่น,11080,ลูกข่าย,05353,รพ.สต.บ้านนาตาหลิ่ว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),400
เขต 7 ขอนแก่น,11080,ลูกข่าย,05353,รพ.สต.บ้านนาตาหลิ่ว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11080,ลูกข่าย,05354,รพ.สต.บ้านหนองผือ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,408
เขต 7 ขอนแก่น,11080,ลูกข่าย,05354,รพ.สต.บ้านหนองผือ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),400
เขต 7 ขอนแก่น,11080,ลูกข่าย,05354,รพ.สต.บ้านหนองผือ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11080,ลูกข่าย,05355,รพ.สต.บ้านโพนสวาง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,201
เขต 7 ขอนแก่น,11080,ลูกข่าย,05355,รพ.สต.บ้านโพนสวาง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),500
เขต 7 ขอนแก่น,11080,ลูกข่าย,05355,รพ.สต.บ้านโพนสวาง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11080,ลูกข่าย,05356,รพ.สต.บ้านส้มป่อย,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,392
เขต 7 ขอนแก่น,11080,ลูกข่าย,05356,รพ.สต.บ้านส้มป่อย,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),500
เขต 7 ขอนแก่น,11080,ลูกข่าย,05356,รพ.สต.บ้านส้มป่อย,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11081,แม่ข่าย,11081,รพ.ยางตลาด,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,1465
เขต 7 ขอนแก่น,11081,แม่ข่าย,11081,รพ.ยางตลาด,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),1500
เขต 7 ขอนแก่น,11081,แม่ข่าย,11081,รพ.ยางตลาด,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),10740
เขต 7 ขอนแก่น,11081,ลูกข่าย,05357,รพ.สต.บ้านเสียว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05357,รพ.สต.บ้านเสียว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),700
เขต 7 ขอนแก่น,11081,ลูกข่าย,05357,รพ.สต.บ้านเสียว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05358,รพ.สต.บ้านโคกศรี,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,751
เขต 7 ขอนแก่น,11081,ลูกข่าย,05358,รพ.สต.บ้านโคกศรี,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),750
เขต 7 ขอนแก่น,11081,ลูกข่าย,05358,รพ.สต.บ้านโคกศรี,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05359,รพ.สต.บ้านตูม,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,376
เขต 7 ขอนแก่น,11081,ลูกข่าย,05359,รพ.สต.บ้านตูม,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),500
เขต 7 ขอนแก่น,11081,ลูกข่าย,05359,รพ.สต.บ้านตูม,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05360,รพ.สต.บ้านโคกใหญ่,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05360,รพ.สต.บ้านโคกใหญ่,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),500
เขต 7 ขอนแก่น,11081,ลูกข่าย,05360,รพ.สต.บ้านโคกใหญ่,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05361,รพ.สต.บ้านห้วยเตย,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,378
เขต 7 ขอนแก่น,11081,ลูกข่าย,05361,รพ.สต.บ้านห้วยเตย,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),500
เขต 7 ขอนแก่น,11081,ลูกข่าย,05361,รพ.สต.บ้านห้วยเตย,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05362,รพ.สต.บ้านแก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05362,รพ.สต.บ้านแก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),500
เขต 7 ขอนแก่น,11081,ลูกข่าย,05362,รพ.สต.บ้านแก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05363,รพ.สต.บ้านหัวนาคำ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,701
เขต 7 ขอนแก่น,11081,ลูกข่าย,05363,รพ.สต.บ้านหัวนาคำ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),700
เขต 7 ขอนแก่น,11081,ลูกข่าย,05363,รพ.สต.บ้านหัวนาคำ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05364,รพ.สต.บ้านดงบัง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05364,รพ.สต.บ้านดงบัง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),450
เขต 7 ขอนแก่น,11081,ลูกข่าย,05364,รพ.สต.บ้านดงบัง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05365,รพ.สต.บ้านหนองอิเฒ่า,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,389
เขต 7 ขอนแก่น,11081,ลูกข่าย,05365,รพ.สต.บ้านหนองอิเฒ่า,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),400
เขต 7 ขอนแก่น,11081,ลูกข่าย,05365,รพ.สต.บ้านหนองอิเฒ่า,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05366,รพ.สต.บ้านดอนยานาง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,597
เขต 7 ขอนแก่น,11081,ลูกข่าย,05366,รพ.สต.บ้านดอนยานาง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),600
เขต 7 ขอนแก่น,11081,ลูกข่าย,05366,รพ.สต.บ้านดอนยานาง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05367,รพ.สต.บ้านนาเชือก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,355
เขต 7 ขอนแก่น,11081,ลูกข่าย,05367,รพ.สต.บ้านนาเชือก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),500
เขต 7 ขอนแก่น,11081,ลูกข่าย,05367,รพ.สต.บ้านนาเชือก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05368,รพ.สต.บ้านขาม,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,131
เขต 7 ขอนแก่น,11081,ลูกข่าย,05368,รพ.สต.บ้านขาม,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),540
เขต 7 ขอนแก่น,11081,ลูกข่าย,05368,รพ.สต.บ้านขาม,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05369,รพ.สต.บ้านโคกศรี,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,222
เขต 7 ขอนแก่น,11081,ลูกข่าย,05369,รพ.สต.บ้านโคกศรี,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),550
เขต 7 ขอนแก่น,11081,ลูกข่าย,05369,รพ.สต.บ้านโคกศรี,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05370,รพ.สต.พุทธรักษา,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05370,รพ.สต.พุทธรักษา,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),550
เขต 7 ขอนแก่น,11081,ลูกข่าย,05370,รพ.สต.พุทธรักษา,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05371,รพ.สต.บ้านปอแดง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,464
เขต 7 ขอนแก่น,11081,ลูกข่าย,05371,รพ.สต.บ้านปอแดง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),550
เขต 7 ขอนแก่น,11081,ลูกข่าย,05371,รพ.สต.บ้านปอแดง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05372,รพ.สต.บ้านโนนสูง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05372,รพ.สต.บ้านโนนสูง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),500
เขต 7 ขอนแก่น,11081,ลูกข่าย,05372,รพ.สต.บ้านโนนสูง,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05373,รพ.สต.บ้านหนองตอกแป้น,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,0
เขต 7 ขอนแก่น,11081,ลูกข่าย,05373,รพ.สต.บ้านหนองตอกแป้น,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),450
เขต 7 ขอนแก่น,11081,ลูกข่าย,05373,รพ.สต.บ้านหนองตอกแป้น,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11082,แม่ข่าย,11082,รพ.ห้วยเม็ก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,444
เขต 7 ขอนแก่น,11082,แม่ข่าย,11082,รพ.ห้วยเม็ก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),445
เขต 7 ขอนแก่น,11082,แม่ข่าย,11082,รพ.ห้วยเม็ก,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),4200
เขต 7 ขอนแก่น,11082,ลูกข่าย,05374,รพ.สต.บ้านคำใหญ่,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,385
เขต 7 ขอนแก่น,11082,ลูกข่าย,05374,รพ.สต.บ้านคำใหญ่,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),440
เขต 7 ขอนแก่น,11082,ลูกข่าย,05374,รพ.สต.บ้านคำใหญ่,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11082,ลูกข่าย,05375,รพ.สต.บ้านกุดโดน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,445
เขต 7 ขอนแก่น,11082,ลูกข่าย,05375,รพ.สต.บ้านกุดโดน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),445
เขต 7 ขอนแก่น,11082,ลูกข่าย,05375,รพ.สต.บ้านกุดโดน,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11082,ลูกข่าย,05376,รพ.สต.บ้านหนองบัว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,281
เขต 7 ขอนแก่น,11082,ลูกข่าย,05376,รพ.สต.บ้านหนองบัว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),443
เขต 7 ขอนแก่น,11082,ลูกข่าย,05376,รพ.สต.บ้านหนองบัว,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11082,ลูกข่าย,05377,รพ.สต.บ้านห้วยมะทอ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,429
เขต 7 ขอนแก่น,11082,ลูกข่าย,05377,รพ.สต.บ้านห้วยมะทอ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),442
เขต 7 ขอนแก่น,11082,ลูกข่าย,05377,รพ.สต.บ้านห้วยมะทอ,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(ทั้งหมด),0
เขต 7 ขอนแก่น,11082,ลูกข่าย,05378,รพ.สต.บ้านพิมูล,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),ฉีด,154
เขต 7 ขอนแก่น,11082,ลูกข่าย,05378,รพ.สต.บ้านพิมูล,V11:ฉีดวัคซีนป้องกันโรคป้องกันโรคไข้หวัดใหญ่ตามฤดูกาล(7กลุ่มเสี่ยง),เป้าหมาย(รายหน่วย),387
